celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week,week_total_score,week_rank,week_percent,week_num,is_valid,is_eliminated,judge_score_std,age_zscore,remaining_weeks,cumulative_rank,elimination_risk,weeks_participated,relative_performance,predicted_fan_vote_score,elimination_prob,judge_rank,fan_rank,combined_rank,rank_eliminated,rank_placement,judge_percent,fan_percent,combined_percent,pct_eliminated,pct_placement,methods_agree,rank_correct,pct_correct
Sean Lowe,Peta Murgatroyd,TV Personality,Texas,United States,29,16,Eliminated Week 8,6,week3,21.0,6.0,0.0893618542329433,3,True,0,3.775470110065765,-0.2341709865931699,8,6.0,0.75,3,-0.0963058875848614,92.99249796324467,0.0700750203675531,6.0,6.0,12.0,False,6.0,0.08936185423294338,0.10629105761487047,0.19565291184781386,False,6.0,True,True,True
Victor Ortiz,Lindsay Arnold,Athlete,Kansas,United States,26,16,Eliminated Week 6,8,week3,23.0,4.0,0.0978725070170332,3,True,0,3.775470110065765,-0.4760197104516897,8,6.666666666666667,0.5,3,0.4334294676674045,94.90155310430524,0.0509844689569476,4.0,5.0,9.0,False,5.0,0.09787250701703322,0.10847312062460525,0.20634562764163847,False,5.0,True,True,True
Wynonna Judd,Tony Dovolani,Singer/Rapper,Kentucky,United States,48,16,Eliminated Week 3,11,week3,15.0,11.0,0.0638298958806738,3,True,1,3.775470110065765,1.297537597844122,8,9.0,1.375,3,-1.6855119533416594,13.53285607073329,0.8646714392926671,11.0,11.0,22.0,True,11.0,0.06382989588067384,0.01546814652593372,0.07929804240660755,True,11.0,True,True,True
Zendaya,Valentin Chmerkovskiy,Actor/Actress,California,United States,16,16,2nd Place,2,week3,25.9998,1.0,0.1106376351278895,3,True,0,3.775470110065765,-1.2821821233134223,8,1.0,0.125,4,1.2279795270102785,97.36955668071786,0.0263044331928213,1.0,4.0,5.0,False,3.0,0.11063763512788959,0.11129406549736118,0.22193170062525075,False,2.0,True,True,True
Alexandra Raisman,Mark Ballas,Athlete,Massachusetts,United States,18,16,Eliminated Week 10,4,week4,27.0,1.0,0.1205357142857142,4,True,0,3.3065591380365986,-1.1209496407410755,7,2.6,0.1428571428571428,5,1.3911742714910085,99.21261959900175,0.0078738040099823,1.0,2.0,3.0,False,1.0,0.12053571428571429,0.12446405944780828,0.24499977373352255,False,1.0,True,True,True
Andy Dick,Sharna Burgess,Comedian,South Carolina,United States,47,16,Eliminated Week 7,7,week4,21.0,6.0,0.09375,4,True,0,3.3065591380365986,1.2169213565579486,7,7.75,0.8571428571428571,4,-0.4234008652363932,73.35510956339621,0.2664489043660378,6.0,7.0,13.0,False,6.0,0.09375,0.09202533663964357,0.18577533663964357,False,7.0,True,True,True
D. L. Hughley,Cheryl Burke,Comedian,Virginia,United States,50,16,Eliminated Week 5,9,week4,21.0,6.0,0.09375,4,True,0,3.3065591380365986,1.4587700804164685,7,9.75,0.8571428571428571,4,-0.4234008652363932,67.8600319797273,0.3213996802027269,6.0,8.0,14.0,False,7.0,0.09375,0.08513166055480235,0.17888166055480237,False,8.0,True,True,True
Ingo Rademacher,Kym Johnson,Actor/Actress,Unknown,Germany,41,16,Eliminated Week 9,5,week4,23.0,5.0,0.1026785714285714,4,True,0,3.3065591380365986,0.733223908840909,7,5.25,0.7142857142857143,4,0.1814575136727405,97.41813409896828,0.0258186590103171,5.0,4.0,9.0,False,5.0,0.10267857142857142,0.12221284432157606,0.22489141575014748,False,5.0,True,True,True
Jacoby Jones,Karina Smirnoff,Athlete,Louisiana,United States,28,16,3rd Place,3,week4,24.0,4.0,0.1071428571428571,4,True,0,3.3065591380365986,-0.3147872278793432,7,3.6,0.5714285714285714,5,0.4838867031273075,99.23842343903812,0.0076157656096188,4.0,1.0,5.0,False,2.0,0.10714285714285714,0.12449643084061343,0.23163928798347055,False,4.0,True,True,True
Kellie Pickler,Derek Hough,Singer/Rapper,North Carolina,United States,26,16,1st Place,1,week4,26.0,2.0,0.1160714285714285,4,True,0,3.3065591380365986,-0.4760197104516897,7,1.8,0.2857142857142857,5,1.0887450820364413,98.13526355609116,0.0186473644390885,2.0,3.0,5.0,False,2.0,0.11607142857142858,0.12311249643986379,0.23918392501129238,False,2.0,True,True,True
Lisa Vanderpump,Gleb Savchenko,TV Personality,Unknown,England,52,16,Eliminated Week 4,10,week4,18.0,9.0,0.0803571428571428,4,True,1,3.3065591380365986,1.6200025629888148,7,7.75,1.2857142857142858,4,-1.330688433600094,30.126730448245443,0.6987326955175456,9.0,10.0,19.0,True,10.0,0.08035714285714286,0.0377945384834516,0.11815168134059446,True,10.0,True,True,True
Sean Lowe,Peta Murgatroyd,TV Personality,Texas,United States,29,16,Eliminated Week 8,6,week4,20.0,8.0,0.0892857142857142,4,True,0,3.3065591380365986,-0.2341709865931699,7,6.5,1.1428571428571428,4,-0.7258300546909602,81.96708033125364,0.1803291966874635,8.0,6.0,14.0,False,7.0,0.08928571428571429,0.10282921265809494,0.19211492694380922,False,6.0,True,True,True
Victor Ortiz,Lindsay Arnold,Athlete,Kansas,United States,26,16,Eliminated Week 6,8,week4,18.0,9.0,0.0803571428571428,4,True,0,3.3065591380365986,-0.4760197104516897,7,7.25,1.2857142857142858,4,-1.330688433600094,53.56891281229819,0.4643108718770182,9.0,9.0,18.0,False,9.0,0.08035714285714286,0.06720318822114264,0.1475603310782855,False,9.0,True,True,True
Zendaya,Valentin Chmerkovskiy,Actor/Actress,California,United States,16,16,2nd Place,2,week4,26.0,2.0,0.1160714285714285,4,True,0,3.3065591380365986,-1.2821821233134223,7,1.2,0.2857142857142857,5,1.0887450820364413,96.23631652098618,0.0376368347901382,2.0,5.0,7.0,False,4.0,0.11607142857142858,0.12073023239300332,0.2368016609644319,False,3.0,True,True,True
Alexandra Raisman,Mark Ballas,Athlete,Massachusetts,United States,18,16,Eliminated Week 10,4,week5,25.0,4.0,0.1196172248803827,5,True,0,3.929942040850532,-1.1209496407410755,6,2.833333333333333,0.6666666666666666,6,0.4523674291626514,96.45528249325372,0.0354471750674626,4.0,3.0,7.0,False,4.0,0.11961722488038277,0.1400739183497803,0.25969114323016307,False,4.0,True,True,True
Andy Dick,Sharna Burgess,Comedian,South Carolina,United States,47,16,Eliminated Week 7,7,week5,18.0,8.0,0.0861244019138756,5,True,0,3.929942040850532,1.2169213565579486,6,7.8,1.3333333333333333,5,-1.3288293231652877,28.91839724280554,0.7108160275719446,8.0,8.0,16.0,False,8.0,0.0861244019138756,0.041995763316317804,0.1281201652301934,False,8.0,True,True,True
D. L. Hughley,Cheryl Burke,Comedian,Virginia,United States,50,16,Eliminated Week 5,9,week5,18.0,8.0,0.0861244019138756,5,True,1,3.929942040850532,1.4587700804164685,6,9.4,1.3333333333333333,5,-1.3288293231652877,23.19829504501989,0.7680170495498011,8.0,9.0,17.0,True,9.0,0.0861244019138756,0.03368893856298129,0.11981334047685689,True,9.0,True,True,True
Ingo Rademacher,Kym Johnson,Actor/Actress,Unknown,Germany,41,16,Eliminated Week 9,5,week5,21.0,6.0,0.1004784688995215,5,True,0,3.929942040850532,0.733223908840909,6,5.4,1.0,5,-0.5654592864533138,78.96097822594403,0.2103902177405596,6.0,6.0,12.0,False,6.0,0.10047846889952153,0.11466840727580939,0.2151468761753309,False,6.0,True,True,True
Jacoby Jones,Karina Smirnoff,Athlete,Louisiana,United States,28,16,3rd Place,3,week5,26.0,3.0,0.124401913875598,5,True,0,3.929942040850532,-0.3147872278793432,6,3.5,0.5,6,0.7068241080666426,97.67812503297075,0.0232187496702923,3.0,1.0,4.0,False,1.0,0.12440191387559808,0.14184975002675396,0.26625166390235205,False,3.0,True,True,True
Kellie Pickler,Derek Hough,Singer/Rapper,North Carolina,United States,26,16,1st Place,1,week5,27.0,2.0,0.1291866028708134,5,True,0,3.929942040850532,-0.4760197104516897,6,1.8333333333333333,0.3333333333333333,6,0.961280786970634,96.80386720869866,0.0319613279130133,2.0,2.0,4.0,False,1.0,0.1291866028708134,0.14058013870088062,0.269766741571694,False,2.0,True,True,True
Sean Lowe,Peta Murgatroyd,TV Personality,Texas,United States,29,16,Eliminated Week 8,6,week5,24.0,5.0,0.1148325358851674,5,True,0,3.929942040850532,-0.2341709865931699,6,6.2,0.8333333333333334,5,0.1979107502586601,95.25715594053236,0.0474284405946763,5.0,5.0,10.0,False,5.0,0.11483253588516747,0.13833397962812102,0.2531665155132885,False,5.0,True,True,True
Victor Ortiz,Lindsay Arnold,Athlete,Kansas,United States,26,16,Eliminated Week 6,8,week5,21.0,6.0,0.1004784688995215,5,True,0,3.929942040850532,-0.4760197104516897,6,7.0,1.0,5,-0.5654592864533138,75.290112711967,0.24709887288033,6.0,7.0,13.0,False,7.0,0.10047846889952153,0.10933751711628073,0.20981598601580226,False,7.0,True,True,True
Zendaya,Valentin Chmerkovskiy,Actor/Actress,California,United States,16,16,2nd Place,2,week5,29.0,1.0,0.138755980861244,5,True,0,3.929942040850532,-1.2821821233134223,6,1.1666666666666667,0.1666666666666666,6,1.4701941447786164,96.0405154976819,0.039594845023181,1.0,4.0,5.0,False,3.0,0.13875598086124402,0.13947158702307486,0.2782275678843189,False,1.0,True,True,True
Alexandra Raisman,Mark Ballas,Athlete,Massachusetts,United States,18,16,Eliminated Week 10,4,week6,26.0,2.0,0.1379310344827586,6,True,0,2.396984712985403,-1.1209496407410755,5,2.7142857142857144,0.4,7,1.0169026055089587,92.94034602323752,0.0705965397676246,2.0,2.0,4.0,False,2.0,0.13793103448275862,0.15856224419828693,0.2964932786810456,False,2.0,True,True,True
Andy Dick,Sharna Burgess,Comedian,South Carolina,United States,47,16,Eliminated Week 7,7,week6,21.5,7.0,0.1140583554376657,6,True,0,2.396984712985403,1.2169213565579486,5,7.666666666666667,1.4,6,-0.8604560508152728,35.24682080626469,0.6475317919373531,7.0,7.0,14.0,False,7.0,0.11405835543766578,0.06013335700836375,0.17419171244602955,False,7.0,True,True,True
Ingo Rademacher,Kym Johnson,Actor/Actress,Unknown,Germany,41,16,Eliminated Week 9,5,week6,23.0,4.0,0.1220159151193634,6,True,0,2.396984712985403,0.733223908840909,5,5.166666666666667,0.8,6,-0.2346698320405289,75.91077782394596,0.2408922217605404,4.0,6.0,10.0,False,5.0,0.1220159151193634,0.12950869891955172,0.25152461403891513,False,6.0,True,True,True
Jacoby Jones,Karina Smirnoff,Athlete,Louisiana,United States,28,16,3rd Place,3,week6,22.5,6.0,0.1193633952254641,6,True,0,2.396984712985403,-0.3147872278793432,5,3.857142857142857,1.2,7,-0.4432652382987769,83.73630779226065,0.1626369220773935,6.0,4.0,10.0,False,5.0,0.11936339522546419,0.14285955941136316,0.2622229546368273,False,4.0,True,True,True
Kellie Pickler,Derek Hough,Singer/Rapper,North Carolina,United States,26,16,1st Place,1,week6,27.0,1.0,0.143236074270557,6,True,0,2.396984712985403,-0.4760197104516897,5,1.7142857142857142,0.2,7,1.4340934180254548,94.71589389726832,0.0528410610273167,1.0,1.0,2.0,False,1.0,0.14323607427055704,0.1615914437616007,0.30482751803215774,False,1.0,True,True,True
Sean Lowe,Peta Murgatroyd,TV Personality,Texas,United States,29,16,Eliminated Week 8,6,week6,23.0,4.0,0.1220159151193634,6,True,0,2.396984712985403,-0.2341709865931699,5,5.833333333333333,0.8,6,-0.2346698320405289,79.17570668151978,0.2082429331848021,4.0,5.0,9.0,False,4.0,0.1220159151193634,0.13507887881403174,0.2570947939333951,False,5.0,True,True,True
Victor Ortiz,Lindsay Arnold,Athlete,Kansas,United States,26,16,Eliminated Week 6,8,week6,20.0,8.0,0.1061007957559681,6,True,1,2.396984712985403,-0.4760197104516897,5,7.166666666666667,1.6,6,-1.4862422695900166,33.55690876568259,0.6644309123431741,8.0,8.0,16.0,True,8.0,0.10610079575596817,0.05725025771814369,0.16335105347411186,True,8.0,True,True,True
Zendaya,Valentin Chmerkovskiy,Actor/Actress,California,United States,16,16,2nd Place,2,week6,25.5,3.0,0.1352785145888594,6,True,0,2.396984712985403,-1.2821821233134223,5,1.4285714285714286,0.6,7,0.8083071992507108,90.86147761029709,0.091385223897029,3.0,3.0,6.0,False,3.0,0.13527851458885942,0.15501556016865842,0.29029407475751784,False,3.0,True,True,True
Alexandra Raisman,Mark Ballas,Athlete,Massachusetts,United States,18,16,Eliminated Week 10,4,week7,32.0,1.0,0.1739130434782608,7,True,0,4.956957592256421,-1.1209496407410755,4,2.5,0.25,8,1.15278083540847,97.4544213684135,0.0254557863158649,1.0,1.0,2.0,False,1.0,0.17391304347826086,0.2042885329829724,0.37820157646123326,False,1.0,True,True,True
Andy Dick,Sharna Burgess,Comedian,South Carolina,United States,47,16,Eliminated Week 7,7,week7,17.0,7.0,0.092391304347826,7,True,1,4.956957592256421,1.2169213565579486,4,7.571428571428571,1.75,7,-1.8732688575387637,17.572953426281313,0.8242704657371869,7.0,7.0,14.0,True,7.0,0.09239130434782608,0.036837249918726285,0.12922855426655236,True,7.0,True,True,True
Ingo Rademacher,Kym Johnson,Actor/Actress,Unknown,Germany,41,16,Eliminated Week 9,5,week7,25.0,5.0,0.1358695652173913,7,True,0,4.956957592256421,0.733223908840909,4,5.142857142857143,1.25,7,-0.2593756879669055,44.338544076560304,0.556614559234397,5.0,5.0,10.0,False,5.0,0.1358695652173913,0.09294453752651552,0.22881410274390682,False,5.0,True,True,True
Jacoby Jones,Karina Smirnoff,Athlete,Louisiana,United States,28,16,3rd Place,3,week7,27.0,4.0,0.1467391304347826,7,True,0,4.956957592256421,-0.3147872278793432,4,3.875,1.0,8,0.1440976044260589,86.33533252242471,0.1366466747757528,4.0,4.0,8.0,False,4.0,0.14673913043478262,0.18098017696834615,0.32771930740312877,False,4.0,True,True,True
Kellie Pickler,Derek Hough,Singer/Rapper,North Carolina,United States,26,16,1st Place,1,week7,29.0,3.0,0.1576086956521739,7,True,0,4.956957592256421,-0.4760197104516897,4,1.875,0.75,8,0.5475708968190234,95.39269726311876,0.0460730273688124,3.0,2.0,5.0,False,2.0,0.15760869565217392,0.1999666501276625,0.3575753457798364,False,2.0,True,True,True
Sean Lowe,Peta Murgatroyd,TV Personality,Texas,United States,29,16,Eliminated Week 8,6,week7,24.0,6.0,0.1304347826086956,7,True,0,4.956957592256421,-0.2341709865931699,4,5.857142857142857,1.5,7,-0.4611123341633877,43.54328931295031,0.5645671068704969,6.0,6.0,12.0,False,6.0,0.13043478260869565,0.09127748715851382,0.22171226976720948,False,6.0,True,True,True
Zendaya,Valentin Chmerkovskiy,Actor/Actress,California,United States,16,16,2nd Place,2,week7,30.0,2.0,0.1630434782608695,7,True,0,4.956957592256421,-1.2821821233134223,4,1.5,0.5,8,0.7493075430155056,92.4057949670846,0.0759420503291538,2.0,3.0,5.0,False,2.0,0.16304347826086957,0.1937053653172633,0.35674884357813286,False,3.0,True,True,True
Alexandra Raisman,Mark Ballas,Athlete,Massachusetts,United States,18,16,Eliminated Week 10,4,week8,28.0,2.0,0.180064308681672,8,True,0,2.9734940165849784,-1.1209496407410755,3,2.4444444444444446,0.6666666666666666,9,0.7006347824187033,96.3529079515532,0.0364709204844678,2.0,3.0,5.0,False,3.0,0.18006430868167203,0.21747425202594556,0.3975385607076176,False,3.0,True,True,True
Ingo Rademacher,Kym Johnson,Actor/Actress,Unknown,Germany,41,16,Eliminated Week 9,5,week8,24.0,5.0,0.1543408360128617,8,True,0,2.9734940165849784,0.733223908840909,3,5.125,1.6666666666666667,8,-0.6445839998252078,37.9108893913363,0.620891106086637,5.0,5.0,10.0,False,5.0,0.15434083601286175,0.08556713532885452,0.23990797134171626,False,5.0,True,True,True
Jacoby Jones,Karina Smirnoff,Athlete,Louisiana,United States,28,16,3rd Place,3,week8,26.0,4.0,0.1672025723472668,8,True,0,2.9734940165849784,-0.3147872278793432,3,3.888888888888889,1.3333333333333333,9,0.0280253912967477,89.38392353616224,0.1061607646383775,4.0,4.0,8.0,False,4.0,0.16720257234726688,0.2017448391276897,0.3689474114749566,False,4.0,True,True,True
Kellie Pickler,Derek Hough,Singer/Rapper,North Carolina,United States,26,16,1st Place,1,week8,27.5,3.0,0.1768488745980707,8,True,0,2.9734940165849784,-0.4760197104516897,3,2.0,1.0,9,0.5324824346382143,98.50743960326125,0.0149256039673874,3.0,1.0,4.0,False,2.0,0.17684887459807075,0.22233715828775785,0.3991860328858286,False,2.0,True,True,True
Sean Lowe,Peta Murgatroyd,TV Personality,Texas,United States,29,16,Eliminated Week 8,6,week8,21.0,6.0,0.135048231511254,8,True,1,2.9734940165849784,-0.2341709865931699,3,5.875,2.0,8,-1.6534980865081408,23.958749571357163,0.7604125042864284,6.0,6.0,12.0,True,6.0,0.13504823151125403,0.05407632476570056,0.1891245562769546,True,6.0,True,True,True
Zendaya,Valentin Chmerkovskiy,Actor/Actress,California,United States,16,16,2nd Place,2,week8,29.0,1.0,0.1864951768488746,8,True,0,2.9734940165849784,-1.2821821233134223,3,1.4444444444444444,0.3333333333333333,9,1.036939477979681,96.94041501676584,0.0305958498323416,1.0,2.0,3.0,False,1.0,0.1864951768488746,0.21880029046405183,0.4052954673129264,False,1.0,True,True,True
Amber Riley,Derek Hough,Actor/Actress,California,United States,27,17,1st Place,1,week1,27.0,1.0,0.10546875,1,True,0,3.524803884507963,-0.6961420802911471,11,1.0,0.0909090909090909,1,1.607654454641437,73.00839747427376,0.2699160252572623,1.0,1.0,2.0,False,1.0,0.10546875,0.25867946086220706,0.36414821086220706,False,1.0,True,True,True
Bill Engvall,Emma Slater,Comedian,Texas,United States,56,17,Eliminated Week 11,4,week1,18.0,10.0,0.0703125,1,True,0,3.524803884507963,1.428923217439723,11,10.0,0.9090909090909092,1,-0.9456790909655508,7.199134025586429,0.9280086597441356,10.0,8.0,18.0,False,10.0,0.0703125,0.02550758779590638,0.09582008779590638,False,10.0,True,True,True
Bill Nye,Tyne Stecklein,TV Personality,Washington D.C.,United States,57,17,Eliminated Week 3,11,week1,14.0,12.0,0.0546875,1,True,1,3.524803884507963,1.5022013311545803,11,12.0,1.0909090909090908,1,-2.080494000124212,3.6483973434941697,0.9635160265650584,12.0,11.0,23.0,True,11.0,0.0546875,0.012926806921885093,0.0676143069218851,True,12.0,True,True,True
Brant Daugherty,Peta Murgatroyd,Actor/Actress,Ohio,United States,28,17,Eliminated Week 8,7,week1,22.0,6.0,0.0859375,1,True,1,3.524803884507963,-0.6228639665762895,11,6.0,0.5454545454545454,1,0.1891358181931105,6.246541627816916,0.9375345837218308,6.0,9.0,15.0,False,7.0,0.0859375,0.022132413207760066,0.10806991320776006,False,8.0,True,False,False
Christina Milian,Mark Ballas,Singer/Rapper,New Jersey,United States,31,17,Eliminated Week 5,9,week1,22.0,6.0,0.0859375,1,True,1,3.524803884507963,-0.4030296254317167,11,6.0,0.5454545454545454,1,0.1891358181931105,5.469504630607092,0.9453049536939292,6.0,10.0,16.0,False,9.0,0.0859375,0.01937925715363555,0.10531675715363555,False,9.0,True,False,False
Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2nd Place,2,week1,24.0,2.0,0.09375,1,True,0,3.524803884507963,-0.91597642143572,11,2.0,0.1818181818181818,1,0.7565432727724412,69.65122701330976,0.3034877298669023,2.0,2.0,4.0,False,2.0,0.09375,0.24678451350124483,0.34053451350124486,False,2.0,True,True,True
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Michigan,United States,39,17,Eliminated Week 9,6,week1,24.0,2.0,0.09375,1,True,1,3.524803884507963,0.183195284287144,11,2.0,0.1818181818181818,1,0.7565432727724412,28.485007912630323,0.7151499208736968,2.0,5.0,7.0,False,3.0,0.09375,0.10092656111362223,0.19467656111362225,False,4.0,True,False,False
Jack Osbourne,Cheryl Burke,TV Personality,Unknown,England,27,17,3rd Place,3,week1,23.0,4.0,0.08984375,1,True,0,3.524803884507963,-0.6961420802911471,11,4.0,0.3636363636363636,1,0.4728395454827758,32.77245939022306,0.6722754060977694,4.0,3.0,7.0,False,3.0,0.08984375,0.11611763056679537,0.20596138056679536,False,3.0,True,True,True
Keyshawn Johnson,Sharna Burgess,Athlete,California,United States,41,17,Eliminated Week 2,12,week1,17.0,11.0,0.06640625,1,True,1,3.524803884507963,0.3297515117168592,11,11.0,1.0,1,-1.229382818255216,3.2182180619717227,0.9678178193802828,11.0,12.0,23.0,False,11.0,0.06640625,0.011402618630291243,0.07780886863029124,False,11.0,True,False,False
Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,17,Eliminated Week 10,5,week1,21.0,8.0,0.08203125,1,True,0,3.524803884507963,0.4763077391465743,11,8.0,0.7272727272727273,1,-0.0945679090965547,13.278085196959722,0.8672191480304028,8.0,6.0,14.0,False,6.0,0.08203125,0.0470462034349174,0.1290774534349174,False,6.0,True,True,True
"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,Unknown,Chile,25,17,Eliminated Week 7,8,week1,23.0,4.0,0.08984375,1,True,1,3.524803884507963,-0.8426983077208623,11,4.0,0.3636363636363636,1,0.4728395454827758,29.577893958053423,0.7042210604194657,4.0,4.0,8.0,False,5.0,0.08984375,0.10479881667317613,0.19464256667317614,False,5.0,True,False,False
Valerie Harper,Tristan MacManus,Actor/Actress,New York,United States,74,17,Eliminated Week 4,10,week1,21.0,8.0,0.08203125,1,True,1,3.524803884507963,2.74792926430716,11,8.0,0.7272727272727273,1,-0.0945679090965547,9.680132738153912,0.9031986726184608,8.0,7.0,15.0,False,7.0,0.08203125,0.03429813013855859,0.11632938013855859,False,7.0,True,False,False
Amber Riley,Derek Hough,Actor/Actress,California,United States,27,17,1st Place,1,week10,39.5,1.0,0.2257142857142857,10,True,0,3.8078865529319534,-0.6961420802911471,2,1.0,0.5,2,1.181757895737503,94.02467270011562,0.0597532729988437,1.0,1.0,2.0,False,1.0,0.2257142857142857,0.2671081737119848,0.4928224594262705,False,1.0,True,True,True
Bill Engvall,Emma Slater,Comedian,Texas,United States,56,17,Eliminated Week 11,4,week10,30.0,5.0,0.1714285714285714,10,True,0,3.8078865529319534,1.428923217439723,2,7.5,2.5,2,-1.3130643285972254,39.39388462927821,0.6060611537072179,5.0,4.0,9.0,True,4.0,0.17142857142857143,0.11191135556842191,0.28333992699699334,True,5.0,True,False,False
Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2nd Place,2,week10,37.5,2.0,0.2142857142857142,10,True,0,3.8078865529319534,-0.91597642143572,2,2.0,1.0,2,0.6565321642986127,93.40561583384584,0.0659438416615415,2.0,2.0,4.0,False,2.0,0.21428571428571427,0.2653495379813338,0.47963525226704806,False,2.0,True,True,True
Jack Osbourne,Cheryl Burke,TV Personality,Unknown,England,27,17,3rd Place,3,week10,35.5,3.0,0.2028571428571428,10,True,0,3.8078865529319534,-0.6961420802911471,2,3.5,1.5,2,0.1313064328597225,87.41568871748035,0.1258431128251965,3.0,3.0,6.0,False,3.0,0.20285714285714285,0.24833316933282787,0.45119031218997074,False,3.0,True,True,True
Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,17,Eliminated Week 10,5,week10,32.5,4.0,0.1857142857142857,10,True,1,3.8078865529319534,0.4763077391465743,2,6.0,2.0,2,-0.6565321642986127,37.76985535653598,0.6223014464346402,4.0,5.0,9.0,False,4.0,0.18571428571428572,0.10729776340543162,0.29301204911971734,False,4.0,True,False,False
Amber Riley,Derek Hough,Actor/Actress,California,United States,27,17,1st Place,1,week2,24.0,4.0,0.0902255639097744,2,True,0,3.0401355631656037,-0.6961420802911471,10,1.75,0.4,4,0.6030432838410457,96.08197768174384,0.0391802231825614,4.0,2.0,6.0,False,4.0,0.09022556390977443,0.10775085376575579,0.1979764176755302,False,3.0,True,True,True
Bill Engvall,Emma Slater,Comedian,Texas,United States,56,17,Eliminated Week 11,4,week2,21.0,8.0,0.0789473684210526,2,True,0,3.0401355631656037,1.428923217439723,10,6.75,0.8,4,-0.383754816989757,71.40388287165051,0.2859611712834949,8.0,8.0,16.0,False,8.0,0.07894736842105263,0.08007567628442189,0.15902304470547451,False,8.0,True,True,True
Bill Nye,Tyne Stecklein,TV Personality,Washington D.C.,United States,57,17,Eliminated Week 3,11,week2,17.0,12.0,0.0639097744360902,2,True,0,3.0401355631656037,1.5022013311545803,10,12.0,1.2,2,-1.6994856180974938,41.4254716175824,0.585745283824176,12.0,11.0,23.0,True,11.0,0.06390977443609022,0.046456474378875165,0.11036624881496539,False,11.0,False,False,True
Brant Daugherty,Peta Murgatroyd,Actor/Actress,Ohio,United States,28,17,Eliminated Week 8,7,week2,23.0,7.0,0.0864661654135338,2,True,0,3.0401355631656037,-0.6228639665762895,10,6.5,0.7,2,0.2741105835641114,82.86916720070295,0.1713083279929704,7.0,6.0,13.0,False,7.0,0.08646616541353383,0.0929333859707752,0.17939955138430902,False,7.0,True,True,True
Christina Milian,Mark Ballas,Singer/Rapper,New Jersey,United States,31,17,Eliminated Week 5,9,week2,25.0,2.0,0.093984962406015,2,True,0,3.0401355631656037,-0.4030296254317167,10,4.0,0.2,2,0.93197598411798,90.2952342181674,0.0970476578183258,2.0,3.0,5.0,False,1.0,0.09398496240601503,0.10126132717847944,0.19524628958449447,False,4.0,True,True,True
Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2nd Place,2,week2,26.0,1.0,0.0977443609022556,2,True,0,3.0401355631656037,-0.91597642143572,10,1.75,0.1,4,1.2609086843949142,89.67773909481956,0.1032226090518043,1.0,4.0,5.0,False,1.0,0.09774436090225563,0.10056883907256942,0.19831319997482505,False,1.0,True,True,True
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Michigan,United States,39,17,Eliminated Week 9,6,week2,25.0,2.0,0.093984962406015,2,True,0,3.0401355631656037,0.183195284287144,10,2.0,0.2,2,0.93197598411798,83.9805606427924,0.160194393572076,2.0,5.0,7.0,False,5.0,0.09398496240601503,0.09417975490638834,0.18816471731240336,False,5.0,True,True,True
Jack Osbourne,Cheryl Burke,TV Personality,Unknown,England,27,17,3rd Place,3,week2,24.0,4.0,0.0902255639097744,2,True,0,3.0401355631656037,-0.6961420802911471,10,3.5,0.4,4,0.6030432838410457,96.09800765154564,0.0390199234845437,4.0,1.0,5.0,False,1.0,0.09022556390977443,0.10776883052865824,0.19799439443843267,False,2.0,True,True,True
Keyshawn Johnson,Sharna Burgess,Athlete,California,United States,41,17,Eliminated Week 2,12,week2,18.0,11.0,0.0676691729323308,2,True,1,3.0401355631656037,0.3297515117168592,10,11.0,1.1,2,-1.3705529178205595,26.853266603989912,0.7314673339601009,11.0,12.0,23.0,False,11.0,0.06766917293233082,0.030114517548374173,0.097783690480705,True,12.0,False,False,True
Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,17,Eliminated Week 10,5,week2,24.0,4.0,0.0902255639097744,2,True,0,3.0401355631656037,0.4763077391465743,10,5.333333333333333,0.4,3,0.6030432838410457,80.33724124581288,0.1966275875418712,4.0,7.0,11.0,False,6.0,0.09022556390977443,0.09009396498992545,0.18031952889969988,False,6.0,True,True,True
"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,Unknown,Chile,25,17,Eliminated Week 7,8,week2,20.0,9.0,0.075187969924812,2,True,0,3.0401355631656037,-0.8426983077208623,10,6.5,0.9,2,-0.7126875172666912,68.42627617083308,0.3157372382916693,9.0,9.0,18.0,False,9.0,0.07518796992481203,0.07673644793033405,0.15192441785514607,False,9.0,True,True,True
Valerie Harper,Tristan MacManus,Actor/Actress,New York,United States,74,17,Eliminated Week 4,10,week2,19.0,10.0,0.0714285714285714,2,True,0,3.0401355631656037,2.74792926430716,10,9.0,1.0,2,-1.041620217543625,64.25619935794455,0.3574380064205544,10.0,10.0,20.0,False,10.0,0.07142857142857142,0.072059927445443,0.14348849887401444,False,10.0,True,True,True
